goodsName,shopName,shopAge,shopPlace,shopMiaoshu,shopWuliu,shopFuwu,age,price,monthly_sales,productDescription,圆领,韩版,印花,纯色,无袖,中腰,中长裙,雪纺,短裙,修身,宽松,黑色,中裙,高腰,中长款,蕾丝,白色,甜美,长裙,显瘦,V领,条纹,镂空,大摆,欧美,褶皱,红色,荷叶边,蓝色,淑女,桑蚕丝,一步裙,绣花,粉色,长袖,碎花
WVFV欧美2016秋季女装圆领不规则燕尾宽松显瘦黑色中袖雪纺连衣裙,wvfv旗舰店,3,深圳,4.9,4.9,4.9,30-34,539.0,126,"
廓形: H型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: WQ10368
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 短裙
款式: 裹胸
袖长: 五分袖
领型: 圆领
袖型: 泡泡袖
腰型: 中腰
衣门襟: 套头
裙型: 不规则裙
图案: 纯色
流行元素/工艺: 贴布 不对称 燕尾
品牌: WVFV
面料: 雪纺
适用年龄: 30-34周岁
年份季节: 2016年秋季
颜色分类: 黑色(8月14号左右发货）
尺码: 2 4 6 8

",1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MO&amp;Co.翻领中袖前短后长休闲宽松衬衫连衣裙短裙MA161SHT19 moco,moco官方旗舰店,6,广州,4.8,4.8,4.8,25-29,719.0,126,"
材质成分: 棉100%
销售渠道类型: 商场同款(线上线下都销售)
货号: MA161SHT19
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 短裙
袖长: 五分袖
领型: POLO领
袖型: 常规
腰型: 中腰
衣门襟: 单排扣
图案: 纯色
品牌: Mo＆Co．/摩安珂
适用年龄: 25-29周岁
年份季节: 2016年春季
颜色分类: 本白色 迷迭粉色
尺码: XS S M

",0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016新款重磅真丝连衣裙女夏中长款大码宽松高档桑蚕丝衬衫收腰裙,谜谜玛玛旗舰店,3,芜湖,4.9,4.9,4.9,35-39,479.0,126,"
廓形: H型
材质成分: 桑蚕丝92% 聚氨酯弹性纤维(氨纶)8%
货号: OFYJ66916X
风格: 通勤
通勤: 淑女
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: POLO领
袖型: 插肩袖
腰型: 松紧腰
衣门襟: 套头
裙型: 一步裙
图案: 纯色
流行元素/工艺: 抽褶 口袋 纽扣
品牌: 谜谜玛玛
面料: 其他
适用年龄: 35-39周岁
年份季节: 2016年夏季
颜色分类: 绿 酒红 藏青
尺码: M L XL 2XL 3XL

",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
帛薇儿2016夏装新品欧美高端真丝连衣裙七分袖中长款桑蚕丝连衣裙,pokwai服饰旗舰店,5,深圳,4.9,4.9,4.9,30-34,688.0,126,"
廓形: A型
材质成分: 桑蚕丝100%
销售渠道类型: 纯电商(只在线上销售)
货号: PKFA286
风格: 通勤
通勤: 民族风
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 七分袖
领型: 立领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
裙型: 不规则裙
图案: 动物图案
流行元素/工艺: 螺纹 不对称 纽扣 印花
品牌: POKWAI/帛薇儿
面料: 其他
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 花色
尺码: S M L XL

",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
雪莉欧重磅真丝连衣裙中长款2016夏大码女装高档中年妈妈装桑蚕丝,雪莉欧服饰旗舰店,6,嘉兴,4.8,4.8,4.8,40-49,596.0,126,"
廓形: H型
材质成分: 桑蚕丝92.9% 聚氨酯弹性纤维(氨纶)7.1%
销售渠道类型: 纯电商(只在线上销售)
货号: X6A6879
风格: 通勤
通勤: 淑女
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 拉链
裙型: A字裙
图案: 碎花
流行元素/工艺: 镶钻 绣花 钉珠 拉链 印花
品牌: 雪莉欧
面料: 绸缎
适用年龄: 40-49周岁
年份季节: 2016年夏季
颜色分类: 红色 新黑 玫红 宝蓝 薄荷绿
尺码: 165/L 175/2XL 180/3XL 185/4XL 190/5XL 170/XL

",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
维诺诗2016新款高档真丝连衣裙女夏季100%桑蚕丝长裙波西米亚修身,维诺诗服饰旗舰店,6,深圳,4.8,4.8,4.8,35-39,378.0,126,"
廓形: A型
材质成分: 桑蚕丝100%
销售渠道类型: 纯电商(只在线上销售)
货号: VL161292
风格: 甜美
甜美: 波西米亚
组合形式: 单件
裙长: 长裙
款式: 其他/other
袖长: 短袖
领型: V领
袖型: 花瓣袖
腰型: 高腰
衣门襟: 拉链
裙型: 大摆型
图案: 花色
流行元素/工艺: 荷叶边 抽褶 木耳 拉链 印花
品牌: Vinrs/维诺诗
适用年龄: 35-39周岁
年份季节: 2016年夏季
颜色分类: 裙红花舞
尺码: S M L XL XXL

",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2016秋装新款欧洲站中长款针织连衣裙女条纹V领套头短袖薄针织衫,哥雅宁特旗舰店,3,杭州,4.8,4.7,4.7,25-29,168.0,126,"
廓形: H型
材质成分: 棉55% 聚酯纤维45%
销售渠道类型: 纯电商(只在线上销售)
货号: 875943
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: V领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
图案: 纯色
品牌: 哥雅宁特
适用年龄: 25-29周岁
年份季节: 2016年秋季
颜色分类: 红色 蓝色 黑色
尺码: S M L XL

",0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
用券满500减50元 ONLY夏装新品雪纺中长衬衫连衣裙女E|116207032,ONLY官方旗舰店,7,天津,4.8,4.8,4.8,18-24,249.5,126,"
材质成分: 粘胶纤维(粘纤)100%
销售渠道类型: 商场同款(线上线下都销售)
货号: 116207032
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 中长裙
袖长: 短袖
领型: POLO领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
裙型: 其他
图案: 纯色
品牌: ONLY
面料: 其他
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 奶白 Cream 海军蓝 Navy Blue
尺码: 155/76A/XS 160/80A/S 165/84A/M 170/88A/L 175/92A/XL 175/96A/XXL

",0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
替么蝴蝶结格子吊带连衣裙夏女装性感露肩修身a字短裙子2016新款,替么旗舰店,3,东莞,4.8,4.7,4.7,18-24,158.0,126,"
廓形: A型
材质成分: 新型聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: TM1066
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 吊带
袖长: 无袖
领型: 其他
袖型: 其他
腰型: 高腰
衣门襟: 拉链
裙型: A字裙
图案: 格子
流行元素/工艺: 蝴蝶结 露背 扎花 立体装饰 背带 拉链 3D 印花
品牌: 替么
面料: 其他
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 红色
尺码: S M L XL

",0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
明歌2016夏季新款女波西米亚真丝连衣裙修身显瘦纯色桑蚕丝长裙,明歌女装旗舰店,0,上海,4.9,4.9,4.9,18-24,398.0,126,"
材质成分: 桑蚕丝100%
销售渠道类型: 纯电商(只在线上销售)
货号: L88601
风格: 甜美
甜美: 波西米亚
组合形式: 单件
裙长: 长裙
款式: 吊带
袖长: 无袖
领型: V领
袖型: 常规
腰型: 松紧腰
衣门襟: 套头
裙型: 大摆型
图案: 纯色
流行元素/工艺: 镂空 褶皱
品牌: 明歌
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 白色 浅紫色 黄色
尺码: S M L XL

",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
纯色高档重磅真丝连衣裙夏2016新款中长款修身显瘦短袖桑蚕丝裙子,韩黛姿旗舰店,0,杭州,4.8,4.8,4.8,30-34,328.0,126,"
材质成分: 桑蚕丝93% 聚氨酯弹性纤维(氨纶)7%
销售渠道类型: 纯电商(只在线上销售)
货号: H16XQZ071
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: V领
袖型: 插肩袖
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 拼接 钉珠 拉链
品牌: 韩黛姿
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 酒红色 枚红色 宝蓝色 军绿色
尺码: L XL XXL 3XL 4XL 尺码偏小一码

",0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2016秋冬新款潮女装打底背心裙女格子蓬蓬裙修身a字裙无袖连衣裙,巴利露莎旗舰店,0,东莞,4.8,4.8,4.8,25-29,169.0,126,"
廓形: A型
材质成分: 聚对苯二甲酸乙二酯(涤纶)65% 棉35%
销售渠道类型: 纯电商(只在线上销售)
货号: BL16D6519-1
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 格子
流行元素/工艺: 抽褶 褶皱 拼接 立体装饰 钉珠 拉链 3D
品牌: 巴利露莎
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年秋季
颜色分类: 蓝色
尺码: S M L XL

",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
菲梦伊高端品牌女装2016春夏新款高贵气质晚宴礼服旗袍刺绣连衣裙,fxmongyi旗舰店,5,深圳,4.8,4.8,4.8,30-34,269.0,126,"
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: FX4QL917
风格: 通勤
通勤: 复古
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 七分袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: 一步裙
图案: 大花
流行元素/工艺: 绣花 系带 拉链
品牌: FX．＆Mongyi
面料: 其他
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 紫红色 藏蓝色 黑色
尺码: S M L XL 2XL 3XL 4XL 5XL

",1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
森马连衣裙 2016夏装新款 女士翻领短袖休闲Polo裙直筒裙子韩版潮,森马官方旗舰店,7,杭州,4.8,4.8,4.8,18-24,79.9,126,"
廓形: A型
材质成分: 棉97.6% 聚氨酯弹性纤维(氨纶)2.4%
货号: 10-215140045
风格: 甜美
甜美: 学院
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 短袖
领型: POLO领
袖型: 常规
腰型: 中腰
衣门襟: 单排扣
裙型: A字裙
图案: 条纹
流行元素/工艺: 纽扣
品牌: Semir/森马
面料: 其他
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 本白1100 玫红6100
尺码: XS S M L XL XXL

",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTVVY2016夏季新款韩版修身性感露背V领绣花连衣裙包臀鱼尾长裙,ltvvy旗舰店,0,杭州,4.8,4.7,4.7,25-29,178.0,126,"
廓形: X型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: VL6066
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 荷叶袖
腰型: 高腰
衣门襟: 拉链
裙型: 荷叶边裙
图案: 纯色
流行元素/工艺: 荷叶边 破洞 抽褶 褶皱 拼接 拉链
品牌: LTVVY
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 橘粉色
尺码: S M L

",1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
度假夏波西米亚黄色沙滩裙性感原创连衣裙露背挂脖长裙海滩蜜月裙,holidaylady旗舰店,5,佛山,4.8,4.8,4.8,25-29,128.0,126,"
廓形: H型
材质成分: 聚酯纤维100%
货号: H2061#Q1134
风格: 甜美
甜美: 波西米亚
组合形式: 单件
裙长: 长裙
款式: 挂脖式
袖长: 无袖
领型: 一字领
腰型: 松紧腰
衣门襟: 套头
裙型: 一步裙
图案: 纯色
流行元素/工艺: 褶皱 绑带
品牌: Holiday Lady/度假小姐
适用年龄: 25-29周岁
年份季节: 2016年春季
颜色分类: 亮黄飘带（单裙） 裙子+蓝星花胸针
尺码: S M L

",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
女装夏装2016新款潮群子民族风裙子夏天棉绸麻料亚麻棉麻连衣裙夏,卡缪旗舰店,0,广州,4.9,4.8,4.8,25-29,88.0,126,"
材质成分: 棉60% 聚酯纤维30% 其他10%
货号: K16M50212
风格: 通勤
通勤: 民族风
组合形式: 单件
裙长: 中裙
款式: 裹胸
袖长: 短袖
领型: 圆领
袖型: 荷叶袖
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 口袋 绑带 燕尾
品牌: 卡缪
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 米白色 绿色 橙色
尺码: M L XL XXL

",1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016夏季欧美高档桑蚕丝连衣裙女松紧腰显瘦短裙子时尚气质女装潮,奥可丝旗舰店,3,深圳,4.9,4.9,4.9,25-29,336.0,126,"
廓形: A型
材质成分: 桑蚕丝85% 新型聚酯纤维15%
销售渠道类型: 纯电商(只在线上销售)
货号: 1693
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 松紧腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
品牌: 奥可丝
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 红色
尺码: XL L M S

",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Old Navy女装 简约经典插肩袖T恤式连衣裙221303-1 老海军,OldNavy官方旗舰店,3,上海,4.8,4.8,4.8,25-29,99.0,126,"
廓形: H型
材质成分: 粘胶纤维(粘纤)95% 聚氨酯弹性纤维(氨纶)5%
销售渠道类型: 商场同款(线上线下都销售)
货号: 000221303-1
风格: 通勤
通勤: 简约
组合形式: 单件
裙长: 中裙
袖长: 短袖
领型: 圆领
衣门襟: 套头
品牌: OLD NAVY
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 纯黑条纹 纯黑色 石楠杂灰色
尺码: 160/80A(XS) 160/88A(S) 165/92A(M) 165/100A(L) 170/112A(XL)

",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
韩语琳空间2016新款秋装女装韩版名媛修身立领无袖连衣裙 蓬蓬裙,韩语琳空间服饰旗舰店,3,广州,4.8,4.7,4.7,25-29,199.0,126,"
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: TL3930
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 无袖
领型: 立领
袖型: 其他
腰型: 高腰
衣门襟: 套头
裙型: 大摆型
图案: 纯色
流行元素/工艺: 口袋 纽扣 拉链
品牌: 韩语琳空间
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 裸粉色 黑色 橘红色
尺码: S M L

",0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
玫兰妮夏装2016韩版修身显瘦印花裙子短袖纱网拼接圆领雪纺连衣裙,玫兰妮旗舰店,3,武汉,4.8,4.7,4.7,30-34,158.0,126,"
廓形: A型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: 16A907
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 泡泡袖
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 大花
流行元素/工艺: 拼接 纱网 印花
品牌: 玫兰妮
面料: 雪纺
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 蓝色 紫色
尺码: M L XL 2XL 3XL

",1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
太平鸟女装2016夏季新品无袖印花圆领连衣裙黑白纹样 短裙A字裙,太平鸟官方旗舰店,9,宁波,4.8,4.8,4.8,25-29,239.0,126,"
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: A4FA53353
风格: 甜美
甜美: 波西米亚
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 其他
腰型: 高腰
衣门襟: 拉链
裙型: A字裙
图案: 花色
流行元素/工艺: 印花
品牌: PEACEBIRD/太平鸟
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年秋季
颜色分类: 黑白纹样
尺码: S M L XL

",1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palglg2016夏季新款女装韩版修身无袖性感提花小吊带连衣裙蓬蓬裙,palglg旗舰店,0,杭州,4.8,4.8,4.7,18-24,186.0,126,"
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: PD1681
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 吊带
袖长: 无袖
领型: V领
袖型: 其他
腰型: 高腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 褶皱 拼接 纱网 拉链 印花
品牌: Palglg
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 金色
尺码: S M L

",0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016夏装新款印花七分荷叶袖韩版蕾丝雪纺连衣裙修身打底裙子女装,爱丽缇旗舰店,5,广州,4.8,4.8,4.7,25-29,158.0,126,"
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: A16CQ3305
风格: 甜美
甜美: 波西米亚
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 七分袖
领型: 立领
袖型: 荷叶袖
腰型: 中腰
衣门襟: 拉链
裙型: 公主裙
图案: 碎花
流行元素/工艺: 拼接 拉链 蕾丝 印花
品牌: 爱丽缇
面料: 雪纺
适用年龄: 25-29周岁
年份季节: 2016年春季
颜色分类: 白色
尺码: S M L XS XL

",0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
韩都衣舍2016韩版女装夏装新款时尚宽松背带牛仔连衣裙NG4243茵,韩都衣舍旗舰店,8,济南,4.8,4.8,4.8,18-24,88.0,126,"
材质成分: 棉98.6% 聚酯纤维1.4%
销售渠道类型: 纯电商(只在线上销售)
货号: NG4243
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中裙
款式: 背带
袖长: 无袖
领型: 其他
衣门襟: 套头
裙型: 其他
图案: 纯色
流行元素/工艺: 口袋 背带 纽扣
品牌: HSTYLE/韩都衣舍
面料: 其他
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 蓝色
尺码: S M L

",0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HITORAT卓图女装时尚气质A字女裙子2016秋装新款五分袖大码连衣裙,hitorat服饰旗舰店,5,广州,4.8,4.8,4.8,30-34,268.0,126,"
材质成分: 聚酯纤维65% 其他35%
销售渠道类型: 纯电商(只在线上销售)
货号: HAW167819
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 五分袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 拉链
裙型: A字裙
图案: 花色
流行元素/工艺: 印花
品牌: HITORAT
适用年龄: 30-34周岁
年份季节: 2016年秋季
颜色分类: 花色
尺码: S M L XL XXL

",1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
连衣裙夏中长款女装夏装2016新款潮复古开叉修身改良旗袍包臀裙子,真奈美旗舰店,3,杭州,4.8,4.7,4.7,25-29,119.0,126,"
廓形: X型
材质成分: 聚酯纤维100%
货号: ZNM1226
风格: 通勤
通勤: 复古
组合形式: 单件
裙长: 中长裙
袖长: 无袖
领型: 圆领
腰型: 中腰
衣门襟: 套头
裙型: 其他
图案: 花色
流行元素/工艺: 拉链 印花
品牌: 真奈美
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 红色 墨绿 宝蓝 黑色 蓝条深藏青 红条浅藏青
尺码: M L XL XXL

",1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
媚仙兰黑白横条纹连衣裙2016夏装新款女装短袖ol收腰可爱显瘦,媚仙兰服饰旗舰店,3,惠州,4.8,4.8,4.8,25-29,188.0,126,"
廓形: H型
材质成分: 粘胶纤维(粘纤)60% 聚酯纤维35% 聚氨酯弹性纤维(氨纶)5%
销售渠道类型: 纯电商(只在线上销售)
货号: MXL3012#
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 其他
腰型: 高腰
衣门襟: 套头
裙型: 一步裙
图案: 条纹
流行元素/工艺: 贴布 拼接 钉珠
品牌: 媚仙兰
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黑白条纹
尺码: S M L 弹性好建议买小1码 XS

",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
夏季宽松印花连衣裙学院风雪纺沙滩裙女短袖韩版显瘦娃娃裙长裙夏,彼姿旗舰店,0,嘉兴,4.8,4.7,4.7,18-24,69.0,126,"
廓形: H型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: 88088
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
裙型: 公主裙
图案: 花色
流行元素/工艺: 系带 拼接 绑带 印花
品牌: ZIZIPOSTURE/彼姿
面料: 雪纺
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 白色 黑色
尺码: 均码 默认圆通

",1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青少年学院风少女夏季可爱牛仔背带短裙子初中高中学生吊带连衣裙,姿博尔杜旗舰店,4,深圳,4.7,4.6,4.6,18-24,78.0,126,"
廓形: A型
材质成分: 棉78% 其他22%
货号: T15B082
风格: 甜美
甜美: 日系
组合形式: 单件
裙长: 长裙
款式: 其他/other
袖长: 短袖
领型: 立领
袖型: 泡泡袖
腰型: 松紧腰
衣门襟: 套头
裙型: 大摆型
图案: 其他
流行元素/工艺: 流苏 褶皱 口袋 蕾丝 印花
品牌: 姿博尔杜
面料: 雪纺
适用年龄: 18-24周岁
年份季节: 2015年夏季
颜色分类: XJM[E035]6602黑色 BM[A111C]1807蓝色 BM[A111C]6161蓝色 GD[403A]8620牛仔蓝色 GD[516-B]061浅蓝色
尺码: S M L XL XXL XXXL XXXXL

",0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
优之良衫情侣装韩版夏季学生连衣裙女2016夏装新款字母印花中裙潮,优之良衫旗舰店,5,杭州,4.8,4.7,4.7,18-24,79.0,126,"
材质成分: 棉95% 聚氨酯弹性纤维(氨纶)5%
销售渠道类型: 纯电商(只在线上销售)
货号: QZ16B2052V
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 五分袖
领型: 圆领
袖型: 常规
腰型: 松紧腰
衣门襟: 套头
裙型: 其他
图案: 字母
流行元素/工艺: 褶皱 印花
品牌: 优之良衫
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: L13乳白
尺码: 女S 女M 女L 男M 男L 男XL 男XXL

",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
固执花寂寂2016夏季新款绣花短袖雪纺连衣裙文艺复古盘扣短裙,固执旗舰店,3,广州,4.8,4.8,4.8,25-29,219.0,126,"
材质成分: 聚酯纤维100%
销售渠道类型: 天猫独家(只在天猫销售)
货号: GZ15B939
风格: 通勤
通勤: 复古
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 其他
腰型: 高腰
衣门襟: 拉链
裙型: 大摆型
图案: 纯色
流行元素/工艺: 绣花 纽扣 拉链
品牌: OBSTINATE/固执
面料: 雪纺
适用年龄: 25-29周岁
年份季节: 2015年夏季
颜色分类: 米白
尺码: S M L XL

",1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
